message_id,emotion
358,sadness
359,sadness
360,sadness
361,sadness
362,sadness
363,sadness
364,sadness
365,sadness
366,sadness
367,sadness
368,sadness
369,sadness
370,sadness
371,sadness
372,sadness
373,sadness
374,sadness
375,sadness
376,sadness
377,sadness
378,sadness
379,sadness
380,sadness
381,sadness
382,sadness
383,sadness
384,sadness
385,sadness
386,sadness
387,sadness
388,sadness
389,sadness
390,sadness
391,sadness
392,sadness
393,sadness
394,sadness
395,sadness
396,sadness
397,sadness
398,sadness
399,sadness
400,sadness
401,sadness
402,sadness
403,sadness
404,sadness
405,sadness
406,sadness
407,sadness
408,sadness
409,sadness
410,sadness
411,sadness
412,sadness
413,sadness
414,sadness
415,sadness
416,sadness
417,sadness
418,sadness
419,sadness
420,sadness
421,sadness
422,sadness
423,sadness
424,sadness
425,sadness
426,sadness
427,sadness
428,sadness
429,sadness
430,sadness
431,sadness
432,sadness
433,sadness
434,sadness
435,sadness
436,sadness
437,sadness
438,sadness
439,sadness
440,sadness
441,sadness
442,sadness
443,sadness
444,sadness
445,sadness
446,sadness
447,sadness
448,sadness
449,sadness
450,sadness
451,sadness
452,sadness
453,sadness
454,sadness
455,sadness
456,sadness
457,sadness
458,sadness
459,sadness
460,sadness
461,sadness
462,sadness
463,sadness
464,sadness
465,sadness
466,sadness
467,sadness
468,sadness
469,sadness
470,sadness
471,sadness
472,sadness
473,sadness
474,sadness
475,sadness
476,sadness
477,sadness
478,sadness
479,sadness
480,sadness
481,sadness
482,sadness
483,sadness
484,sadness
485,sadness
486,sadness
487,sadness
488,sadness
489,sadness
490,sadness
491,sadness
492,sadness
493,sadness
494,sadness
495,sadness
496,sadness
497,sadness
498,sadness
499,sadness
500,sadness
501,sadness
502,sadness
503,sadness
504,sadness
505,sadness
506,sadness
507,sadness
508,sadness
509,sadness
510,sadness
511,sadness
512,sadness
513,sadness
514,sadness
515,sadness
516,sadness
517,sadness
518,sadness
519,sadness
520,sadness
521,sadness
522,sadness
523,sadness
524,sadness
525,sadness
526,sadness
527,sadness
528,sadness
529,sadness
530,sadness
531,sadness
532,sadness
533,sadness
534,sadness
535,sadness
536,sadness
537,sadness
538,sadness
539,sadness
540,sadness
541,sadness
542,sadness
543,sadness
544,sadness
545,sadness
546,sadness
547,sadness
548,sadness
549,sadness
550,sadness
551,sadness
552,sadness
553,sadness
554,sadness
555,sadness
556,sadness
557,sadness
558,sadness
559,sadness
560,sadness
561,sadness
562,sadness
563,sadness
564,sadness
565,sadness
566,sadness
567,sadness
568,sadness
569,sadness
570,sadness
571,sadness
572,sadness
573,sadness
574,sadness
575,sadness
576,sadness
577,sadness
578,sadness
579,sadness
580,sadness
581,sadness
582,sadness
583,sadness
584,sadness
585,sadness
586,sadness
587,sadness
588,sadness
589,sadness
590,sadness
591,sadness
592,sadness
593,sadness
594,sadness
595,sadness
596,sadness
597,sadness
598,sadness
599,sadness
600,sadness
601,sadness
602,sadness
603,sadness
604,sadness
605,sadness
606,sadness
607,sadness
608,sadness
609,sadness
610,sadness
611,sadness
612,sadness
613,sadness
614,sadness
615,sadness
616,sadness
617,sadness
618,sadness
619,sadness
620,sadness
621,sadness
622,sadness
623,sadness
624,sadness
625,sadness
626,sadness
627,sadness
628,sadness
629,sadness
630,sadness
631,sadness
632,sadness
633,sadness
634,sadness
635,sadness
636,sadness
637,sadness
638,sadness
639,sadness
640,sadness
641,sadness
642,sadness
643,sadness
644,sadness
645,sadness
646,sadness
647,sadness
648,sadness
649,sadness
650,sadness
651,sadness
652,sadness
653,sadness
654,sadness
655,sadness
656,sadness
657,sadness
658,sadness
659,sadness
660,sadness
661,sadness
662,sadness
663,sadness
664,sadness
665,sadness
666,sadness
667,sadness
668,sadness
669,sadness
670,sadness
671,sadness
672,sadness
673,sadness
674,sadness
675,sadness
676,sadness
677,sadness
678,sadness
679,sadness
680,sadness
681,sadness
682,sadness
683,sadness
684,sadness
685,sadness
686,sadness
687,sadness
688,sadness
689,sadness
690,sadness
691,sadness
692,sadness
693,sadness
694,sadness
695,sadness
696,sadness
697,sadness
698,sadness
699,sadness
700,sadness
701,sadness
702,sadness
703,sadness
704,sadness
705,sadness
706,sadness
707,sadness
708,sadness
709,sadness
710,sadness
711,sadness
712,sadness
713,sadness
714,sadness
715,sadness
716,sadness
717,sadness
718,sadness
719,sadness
720,sadness
721,sadness
722,sadness
723,sadness
724,sadness
725,sadness
726,sadness
727,sadness
728,sadness
729,sadness
730,sadness
731,sadness
732,sadness
733,sadness
734,sadness
735,sadness
736,sadness
737,sadness
738,sadness
739,sadness
740,sadness
741,sadness
742,sadness
743,sadness
744,sadness
745,sadness
746,sadness
747,sadness
748,sadness
749,sadness
750,sadness
751,sadness
752,sadness
753,sadness
754,sadness
755,sadness
756,sadness
757,sadness
758,sadness
759,sadness
760,sadness
761,sadness
762,sadness
763,sadness
764,sadness
765,sadness
766,sadness
767,sadness
768,sadness
769,sadness
770,sadness
771,sadness
772,sadness
773,sadness
774,sadness
775,sadness
776,sadness
777,sadness
778,sadness
779,sadness
780,sadness
781,sadness
782,sadness
783,sadness
784,sadness
785,sadness
786,sadness
787,sadness
788,sadness
789,sadness
790,sadness
791,sadness
792,sadness
793,sadness
794,sadness
795,sadness
796,sadness
797,sadness
798,sadness
799,sadness
800,sadness
801,sadness
802,sadness
803,sadness
804,sadness
805,sadness
806,sadness
807,sadness
808,sadness
809,sadness
810,sadness
811,sadness
812,sadness
813,sadness
814,sadness
815,sadness
816,sadness
817,sadness
818,sadness
819,sadness
820,sadness
821,sadness
822,sadness
823,sadness
824,sadness
825,sadness
826,sadness
827,sadness
828,sadness
829,sadness
830,sadness
831,sadness
832,sadness
833,sadness
834,sadness
835,sadness
836,sadness
837,sadness
838,sadness
839,sadness
840,sadness
841,sadness
842,sadness
843,sadness
844,sadness
845,sadness
846,sadness
847,sadness
848,sadness
849,sadness
850,sadness
851,sadness
852,sadness
853,sadness
854,sadness
855,sadness
856,sadness
857,sadness
858,sadness
859,sadness
860,sadness
861,sadness
862,sadness
863,sadness
864,sadness
865,sadness
866,sadness
867,sadness
868,sadness
869,sadness
870,sadness
871,sadness
872,sadness
873,sadness
874,sadness
875,sadness
876,sadness
877,sadness
878,sadness
879,sadness
880,sadness
881,sadness
882,sadness
883,sadness
884,sadness
885,sadness
886,sadness
887,sadness
888,sadness
889,sadness
890,sadness
891,sadness
892,sadness
893,sadness
894,sadness
895,sadness
896,sadness
897,sadness
898,sadness
899,sadness
900,sadness
901,sadness
902,sadness
903,sadness
904,sadness
905,sadness
906,sadness
907,sadness
908,sadness
909,sadness
910,sadness
911,sadness
912,sadness
913,sadness
914,sadness
915,sadness
916,sadness
917,sadness
918,sadness
919,sadness
920,sadness
921,sadness
922,sadness
923,sadness
924,sadness
925,sadness
926,sadness
927,sadness
928,sadness
929,sadness
930,sadness
931,sadness
932,sadness
933,sadness
934,sadness
935,sadness
936,sadness
937,sadness
938,sadness
939,sadness
940,sadness
941,sadness
942,sadness
943,sadness
944,sadness
945,sadness
946,sadness
947,sadness
948,sadness
949,sadness
950,sadness
951,sadness
952,sadness
953,sadness
954,sadness
955,sadness
956,sadness
957,sadness
958,sadness
959,sadness
960,sadness
961,sadness
962,sadness
963,sadness
964,sadness
965,sadness
966,sadness
967,sadness
968,sadness
969,sadness
970,sadness
971,sadness
972,sadness
973,sadness
974,sadness
975,sadness
976,sadness
977,sadness
978,sadness
979,sadness
980,sadness
981,sadness
982,sadness
983,sadness
984,sadness
985,sadness
986,sadness
987,sadness
988,sadness
989,sadness
990,sadness
991,sadness
992,sadness
993,sadness
994,sadness
995,sadness
996,sadness
997,sadness
998,sadness
999,sadness
1000,sadness
1001,sadness
1002,sadness
1003,sadness
1004,sadness
1005,sadness
1006,sadness
1007,sadness
1008,sadness
1009,sadness
1010,sadness
1011,sadness
1012,sadness
1013,sadness
1014,sadness
1015,sadness
1016,sadness
1017,sadness
1018,sadness
1019,sadness
1020,sadness
1021,sadness
1022,sadness
1023,sadness
1024,sadness
1025,sadness
1026,sadness
1027,sadness
1028,sadness
1029,sadness
1030,sadness
1031,sadness
1032,sadness
1033,sadness
1034,sadness
1035,sadness
1036,sadness
1037,sadness
1038,sadness
1039,sadness
1040,sadness
1041,sadness
1042,sadness
1043,sadness
1044,sadness
1045,sadness
1046,sadness
1047,sadness
1048,sadness
1049,sadness
1050,sadness
1051,sadness
1052,sadness
1053,sadness
1054,sadness
1055,sadness
1056,sadness
1057,sadness
1058,sadness
1059,sadness
1060,sadness
1061,sadness
1062,sadness
1063,sadness
1064,sadness
1065,sadness
1066,sadness
1067,sadness
1068,sadness
1069,sadness
1070,sadness
1071,sadness
1072,sadness
1073,sadness
1074,sadness
1075,sadness
1076,sadness
1077,sadness
1078,sadness
1079,sadness
1080,sadness
1081,sadness
1082,sadness
1083,sadness
1084,sadness
1085,sadness
1086,sadness
1087,sadness
1088,sadness
1089,sadness
1090,sadness
1091,sadness
1092,sadness
1093,sadness
1094,sadness
1095,sadness
1096,sadness
1097,sadness
1098,sadness
1099,sadness
1100,sadness
1101,sadness
1102,sadness
1103,sadness
1104,sadness
1105,sadness
1106,sadness
1107,sadness
1108,sadness
1109,sadness
1110,sadness
1111,sadness
1112,sadness
1113,sadness
1114,sadness
1115,sadness
1116,sadness
1117,sadness
1118,sadness
1119,sadness
1120,sadness
1121,sadness
1122,sadness
1123,sadness
1124,sadness
1125,sadness
1126,sadness
1127,sadness
1128,sadness
1129,sadness
1130,sadness
1131,sadness
1132,sadness
1133,sadness
1134,sadness
1135,sadness
1136,sadness
1137,sadness
1138,sadness
1139,sadness
1140,sadness
1141,sadness
1142,sadness
1143,sadness
1144,sadness
1145,sadness
1146,sadness
1147,sadness
1148,sadness
1149,sadness
1150,sadness
1151,sadness
1152,sadness
1153,sadness
1154,sadness
1155,sadness
1156,sadness
1157,sadness
1158,sadness
1159,sadness
1160,sadness
1161,sadness
1162,sadness
1163,sadness
1164,sadness
1165,sadness
1166,sadness
1167,sadness
1168,sadness
1169,sadness
1170,sadness
1171,sadness
1172,sadness
1173,sadness
1174,sadness
1175,sadness
1176,sadness
1177,sadness
1178,sadness
1179,sadness
1180,sadness
1181,sadness
1182,sadness
1183,sadness
1184,sadness
1185,sadness
1186,sadness
1187,sadness
1188,sadness
1189,sadness
1190,sadness
1191,sadness
1192,sadness
1193,sadness
1194,sadness
1195,sadness
1196,sadness
1197,sadness
1198,sadness
1199,sadness
1200,sadness
1201,sadness
1202,sadness
1203,sadness
1204,sadness
1205,sadness
1206,sadness
1207,sadness
1208,sadness
1209,sadness
1210,sadness
1211,sadness
1212,sadness
1213,sadness
1214,sadness
1215,sadness
1216,sadness
1217,sadness
1218,sadness
1219,sadness
1220,sadness
1221,sadness
1222,sadness
1223,sadness
1224,sadness
1225,sadness
1226,sadness
1227,sadness
1228,sadness
1229,sadness
1230,sadness
1231,sadness
1232,sadness
1233,sadness
1234,sadness
1235,sadness
1236,sadness
1237,sadness
1238,sadness
1239,sadness
1240,sadness
1241,sadness
1242,sadness
1243,sadness
1244,sadness
1245,sadness
1246,sadness
1247,sadness
1248,sadness
1249,sadness
1250,sadness
1251,sadness
1252,sadness
1253,sadness
1254,sadness
1255,sadness
1256,sadness
1257,sadness
1258,sadness
1259,sadness
1260,sadness
1261,sadness
1262,sadness
1263,sadness
1264,sadness
1265,sadness
1266,sadness
1267,sadness
1268,sadness
1269,sadness
1270,sadness
1271,sadness
1272,sadness
1273,sadness
1274,sadness
1275,sadness
1276,sadness
1277,sadness
1278,sadness
1279,sadness
1280,sadness
1281,sadness
1282,sadness
1283,sadness
1284,sadness
1285,sadness
1286,sadness
1287,sadness
1288,sadness
1289,sadness
1290,sadness
1291,sadness
1292,sadness
1293,sadness
1294,sadness
1295,sadness
1296,sadness
1297,sadness
1298,sadness
1299,sadness
1300,sadness
1301,sadness
1302,sadness
1303,sadness
1304,sadness
1305,sadness
1306,sadness
1307,sadness
1308,sadness
1309,sadness
1310,sadness
1311,sadness
1312,sadness
1313,sadness
1314,sadness
1315,sadness
1316,sadness
1317,sadness
1318,sadness
1319,sadness
1320,sadness
1321,sadness
1322,sadness
1323,sadness
1324,sadness
1325,sadness
1326,sadness
1327,sadness
1328,sadness
1329,sadness
1330,sadness
1331,sadness
1332,sadness
1333,sadness
1334,sadness
1335,sadness
1336,sadness
1337,sadness
1338,sadness
1339,sadness
1340,sadness
1341,sadness
1342,sadness
1343,sadness
1344,sadness
1345,sadness
1346,sadness
1347,sadness
1348,sadness
1349,sadness
1350,sadness
1351,sadness
1352,sadness
1353,sadness
1354,sadness
1355,sadness
1356,sadness
1357,sadness
1358,sadness
1359,sadness
1360,sadness
1361,sadness
1362,sadness
1363,sadness
1364,sadness
1365,sadness
1366,sadness
1367,sadness
1368,sadness
1369,sadness
1370,sadness
1371,sadness
1372,sadness
1373,sadness
1374,sadness
1375,sadness
1376,sadness
1377,sadness
1378,sadness
1379,sadness
1380,sadness
1381,sadness
1382,sadness
1383,sadness
1384,sadness
1385,sadness
1386,sadness
1387,sadness
1388,sadness
1389,sadness
1390,sadness
1391,sadness
1392,sadness
1393,sadness
1394,sadness
1395,sadness
1396,sadness
1397,sadness
1398,sadness
1399,sadness
1400,sadness
1401,sadness
1402,sadness
1403,sadness
1404,sadness
1405,sadness
1406,sadness
1407,sadness
1408,sadness
1409,sadness
1410,sadness
1411,sadness
1412,sadness
1413,sadness
1414,sadness
1415,sadness
1416,sadness
1417,sadness
1418,sadness
1419,sadness
1420,sadness
1421,sadness
1422,sadness
1423,sadness
1424,sadness
1425,sadness
1426,sadness
1427,sadness
1428,sadness
1429,sadness
1430,sadness
1431,sadness
1432,sadness
1433,sadness
1434,sadness
1435,sadness
1436,sadness
1437,sadness
1438,sadness
1439,sadness
1440,sadness
1441,sadness
1442,sadness
1443,sadness
1444,sadness
1445,sadness
1446,sadness
1447,sadness
1448,sadness
1449,sadness
1450,sadness
1451,sadness
1452,sadness
1453,sadness
1454,sadness
1455,sadness
1456,sadness
1457,sadness
1458,sadness
1459,sadness
1460,sadness
1461,sadness
1462,sadness
1463,sadness
1464,sadness
1465,sadness
1466,sadness
1467,sadness
1468,sadness
1469,sadness
1470,sadness
1471,sadness
1472,sadness
1473,sadness
1474,sadness
1475,sadness
1476,sadness
1477,sadness
1478,sadness
1479,sadness
1480,sadness
1481,sadness
1482,sadness
1483,sadness
1484,sadness
1485,sadness
1486,sadness
1487,sadness
1488,sadness
1489,sadness
1490,sadness
1491,sadness
1492,sadness
1493,sadness
1494,sadness
1495,sadness
1496,sadness
1497,sadness
1498,sadness
1499,sadness
1500,sadness
1501,sadness
1502,sadness
1503,sadness
1504,sadness
1505,sadness
1506,sadness
1507,sadness
1508,sadness
1509,sadness
1510,sadness
1511,sadness
1512,sadness
1513,sadness
1514,sadness
1515,sadness
1516,sadness
1517,sadness
1518,sadness
1519,sadness
1520,sadness
1521,sadness
1522,sadness
1523,sadness
1524,sadness
1525,sadness
1526,sadness
1527,sadness
1528,sadness
1529,sadness
1530,sadness
1531,sadness
1532,sadness
1533,sadness
1534,sadness
1535,sadness
1536,sadness
1537,sadness
1538,sadness
1539,sadness
1540,sadness
1541,sadness
1542,sadness
1543,sadness
1544,sadness
1545,sadness
1546,sadness
1547,sadness
1548,sadness
1549,sadness
1550,sadness
1551,sadness
1552,sadness
1553,sadness
1554,sadness
1555,sadness
1556,sadness
1557,sadness
1558,sadness
1559,sadness
1560,sadness
1561,sadness
1562,sadness
1563,sadness
1564,sadness
1565,sadness
1566,sadness
1567,sadness
1568,sadness
1569,sadness
1570,sadness
1571,sadness
1572,sadness
1573,sadness
1574,sadness
1575,sadness
1576,sadness
1577,sadness
1578,sadness
1579,sadness
1580,sadness
1581,sadness
1582,sadness
1583,sadness
1584,sadness
1585,sadness
1586,sadness
1587,sadness
1588,sadness
1589,sadness
1590,sadness
1591,sadness
1592,sadness
1593,sadness
1594,sadness
1595,sadness
1596,sadness
1597,sadness
1598,sadness
1599,sadness
1600,sadness
1601,sadness
1602,sadness
1603,sadness
1604,sadness
1605,sadness
1606,sadness
1607,sadness
1608,sadness
1609,sadness
1610,sadness
1611,sadness
1612,sadness
1613,sadness
1614,sadness
1615,sadness
1616,sadness
1617,sadness
1618,sadness
1619,sadness
1620,sadness
1621,sadness
1622,sadness
1623,sadness
1624,sadness
1625,sadness
1626,sadness
1627,sadness
1628,sadness
1629,sadness
1630,sadness
1631,sadness
1632,sadness
1633,sadness
1634,sadness
1635,sadness
1636,sadness
1637,sadness
1638,sadness
1639,sadness
1640,sadness
1641,sadness
1642,sadness
1643,sadness
1644,sadness
1645,sadness
1646,sadness
1647,sadness
1648,sadness
1649,sadness
1650,sadness
1651,sadness
1652,sadness
1653,sadness
1654,sadness
1655,sadness
1656,sadness
1657,sadness
1658,sadness
1659,sadness
1660,sadness
1661,sadness
1662,sadness
1663,sadness
1664,sadness
1665,sadness
1666,sadness
1667,sadness
1668,sadness
1669,sadness
1670,sadness
1671,sadness
1672,sadness
1673,sadness
1674,sadness
1675,sadness
1676,sadness
1677,sadness
1678,sadness
1679,sadness
1680,sadness
1681,sadness
1682,sadness
1683,sadness
1684,sadness
1685,sadness
1686,sadness
1687,sadness
1688,sadness
1689,sadness
1690,sadness
1691,sadness
1692,sadness
1693,sadness
1694,sadness
1695,sadness
1696,sadness
1697,sadness
1698,sadness
1699,sadness
1700,sadness
1701,sadness
1702,sadness
1703,sadness
1704,sadness
1705,sadness
1706,sadness
1707,sadness
1708,sadness
1709,sadness
1710,sadness
1711,sadness
1712,sadness
1713,sadness
1714,sadness
1715,sadness
1716,sadness
1717,sadness
1718,sadness
1719,sadness
1720,sadness
1721,sadness
1722,sadness
1723,sadness
1724,sadness
1725,sadness
1726,sadness
1727,sadness
1728,sadness
1729,sadness
1730,sadness
1731,sadness
1732,sadness
1733,sadness
1734,sadness
1735,sadness
1736,sadness
1737,sadness
1738,sadness
1739,sadness
1740,sadness
1741,sadness
1742,sadness
1743,sadness
1744,sadness
1745,sadness
1746,sadness
1747,sadness
1748,sadness
1749,sadness
1750,sadness
1751,sadness
1752,sadness
1753,sadness
1754,sadness
1755,sadness
1756,sadness
1757,sadness
1758,sadness
1759,sadness
1760,sadness
1761,sadness
1762,sadness
1763,sadness
1764,sadness
1765,sadness
1766,sadness
1767,sadness
1768,sadness
1769,sadness
1770,sadness
1771,sadness
1772,sadness
1773,sadness
1774,sadness
1775,sadness
1776,sadness
1777,sadness
1778,sadness
1779,sadness
1780,sadness
1781,sadness
1782,sadness
1783,sadness
1784,sadness
1785,sadness
1786,sadness
1787,sadness
1788,joy
1789,joy
1790,joy
1791,joy
1792,joy
1793,joy
1794,joy
1795,joy
1796,joy
1797,joy
1798,joy
1799,joy
1800,joy
1801,joy
1802,joy
1803,joy
1804,joy
1805,joy
1806,joy
1807,joy
1808,joy
1809,joy
1810,joy
1811,joy
1812,joy
1813,joy
1814,joy
1815,joy
1816,joy
1817,joy
1818,joy
1819,joy
1820,joy
1821,joy
1822,joy
1823,joy
1824,joy
1825,joy
1826,joy
1827,joy
1828,joy
1829,joy
1830,joy
1831,joy
1832,joy
1833,joy
1834,joy
1835,joy
1836,joy
1837,joy
1838,joy
1839,joy
1840,joy
1841,joy
1842,joy
1843,joy
1844,joy
1845,joy
1846,joy
1847,joy
1848,joy
1849,joy
1850,joy
1851,joy
1852,joy
1853,joy
1854,joy
1855,joy
1856,joy
1857,joy
1858,joy
1859,joy
1860,joy
1861,joy
1862,joy
1863,joy
1864,joy
1865,joy
1866,joy
1867,joy
1868,joy
1869,joy
1870,joy
1871,joy
1872,joy
1873,joy
1874,joy
1875,joy
1876,joy
1877,joy
1878,joy
1879,joy
1880,joy
1881,joy
1882,joy
1883,joy
1884,joy
1885,joy
1886,joy
1887,joy
1888,joy
1889,joy
1890,joy
1891,joy
1892,joy
1893,joy
1894,joy
1895,joy
1896,joy
1897,joy
1898,joy
1899,joy
1900,joy
1901,joy
1902,joy
1903,joy
1904,joy
1905,joy
1906,joy
1907,joy
1908,joy
1909,joy
1910,joy
1911,joy
1912,joy
1913,joy
1914,joy
1915,joy
1916,joy
1917,joy
1918,joy
1919,joy
1920,joy
1921,joy
1922,joy
1923,joy
1924,joy
1925,joy
1926,joy
1927,joy
1928,joy
1929,joy
1930,joy
1931,joy
1932,joy
1933,joy
1934,joy
1935,joy
1936,joy
1937,joy
1938,joy
1939,joy
1940,joy
1941,joy
1942,joy
1943,joy
1944,joy
1945,joy
1946,joy
1947,joy
1948,joy
1949,joy
1950,joy
1951,joy
1952,joy
1953,joy
1954,joy
1955,joy
1956,joy
1957,joy
1958,joy
1959,joy
1960,joy
1961,joy
1962,joy
1963,joy
1964,joy
1965,joy
1966,joy
1967,joy
1968,joy
1969,joy
1970,joy
1971,joy
1972,joy
1973,joy
1974,joy
1975,joy
1976,joy
1977,joy
1978,joy
1979,joy
1980,joy
1981,joy
1982,joy
1983,joy
1984,joy
1985,joy
1986,joy
1987,joy
1988,joy
1989,joy
1990,joy
1991,joy
1992,joy
1993,joy
1994,joy
1995,joy
1996,joy
1997,joy
1998,joy
1999,joy
2000,joy
2001,joy
2002,joy
2003,joy
2004,joy
2005,joy
2006,joy
2007,joy
2008,joy
2009,joy
2010,joy
2011,joy
2012,joy
2013,joy
2014,joy
2015,joy
2016,joy
2017,joy
2018,joy
2019,joy
2020,joy
2021,joy
2022,joy
2023,joy
2024,joy
2025,joy
2026,joy
2027,joy
2028,joy
2029,joy
2030,joy
2031,joy
2032,joy
2033,joy
2034,joy
2035,joy
2036,joy
2037,joy
2038,joy
2039,joy
2040,joy
2041,joy
2042,joy
2043,joy
2044,joy
2045,joy
2046,joy
2047,joy
2048,joy
2049,joy
2050,joy
2051,joy
2052,joy
2053,joy
2054,joy
2055,joy
2056,joy
2057,joy
2058,joy
2059,joy
2060,joy
2061,joy
2062,joy
2063,joy
2064,joy
2065,joy
2066,joy
2067,joy
2068,joy
2069,joy
2070,joy
2071,joy
2072,joy
2073,joy
2074,joy
2075,joy
2076,joy
2077,joy
2078,joy
2079,joy
2080,joy
2081,joy
2082,joy
2083,joy
2084,joy
2085,joy
2086,joy
2087,joy
2088,joy
2089,joy
2090,joy
2091,joy
2092,joy
2093,joy
2094,joy
2095,joy
2096,joy
2097,joy
2098,joy
2099,joy
2100,joy
2101,joy
2102,joy
2103,joy
2104,joy
2105,joy
2106,joy
2107,joy
2108,joy
2109,joy
2110,joy
2111,joy
2112,joy
2113,joy
2114,joy
2115,joy
2116,joy
2117,joy
2118,joy
2119,joy
2120,joy
2121,joy
2122,joy
2123,joy
2124,joy
2125,joy
2126,joy
2127,joy
2128,joy
2129,joy
2130,joy
2131,joy
2132,joy
2133,joy
2134,joy
2135,joy
2136,joy
2137,joy
2138,joy
2139,joy
2140,joy
2141,joy
2142,joy
2143,joy
2144,joy
2145,joy
2146,joy
2147,joy
2148,joy
2149,joy
2150,joy
2151,joy
2152,joy
2153,joy
2154,joy
2155,joy
2156,joy
2157,joy
2158,joy
2159,joy
2160,joy
2161,joy
2162,joy
2163,joy
2164,joy
2165,joy
2166,joy
2167,joy
2168,joy
2169,joy
2170,joy
2171,joy
2172,joy
2173,joy
2174,joy
2175,joy
2176,joy
2177,joy
2178,joy
2179,joy
2180,joy
2181,joy
2182,joy
2183,joy
2184,joy
2185,joy
2186,joy
2187,joy
2188,joy
2189,joy
2190,joy
2191,joy
2192,joy
2193,joy
2194,joy
2195,joy
2196,joy
2197,joy
2198,joy
2199,joy
